ci_high,ci_low,group,metric,seed,value
0.7205632239580154,0.7062630385160447,Infiltration,silhouette_mean,5,0.7133617669343948
,,DoS_Hulk_attempted,cov_trace,5,4.939241265137656
,,DoS_Hulk_attempted,cov_logdet,5,-13.566511304582004
0.35725193843245506,0.33616385534405707,DoS_Hulk_attempted,silhouette_mean,5,0.3465237498283386
,,DoS_GoldenEye_attempted,cov_trace,5,0.38361260047069157
,,DoS_GoldenEye_attempted,cov_logdet,5,-113.98309764005609
0.19048968702554703,0.15746064931154252,DoS_GoldenEye_attempted,silhouette_mean,5,0.17414574176073075
,,DoS_slowloris_attempted,cov_trace,5,0.2827147821401313
,,DoS_slowloris_attempted,cov_logdet,5,-35.78789210882866
0.5891920074820518,0.5730710938572884,DoS_slowloris_attempted,silhouette_mean,5,0.5816888064146042
,,DoS_Slowhttptest_attempted,cov_trace,5,3.0281941336753158
,,DoS_Slowhttptest_attempted,cov_logdet,5,-19.51344221165015
0.531544303894043,0.5012564443051815,DoS_Slowhttptest_attempted,silhouette_mean,5,0.5159996762871742
,,Bot_attempted,cov_trace,5,0.0007518787574222161
,,Bot_attempted,cov_logdet,5,-131.1038917900132
0.5909775510430336,0.5730845838785171,Bot_attempted,silhouette_mean,5,0.5826088190078735
,,WebAttack_BruteForce,cov_trace,5,2.3756859230371936
,,WebAttack_BruteForce,cov_logdet,5,-22.94084144106446
0.2973445408046246,0.2660995841026306,WebAttack_BruteForce,silhouette_mean,5,0.2804336830973625
,,WebAttack_BruteForce_attempted,cov_trace,5,0.01500082774993803
,,WebAttack_BruteForce_attempted,cov_logdet,5,-83.43264488074139
0.4756733879446983,0.4554869830608368,WebAttack_BruteForce_attempted,silhouette_mean,5,0.46535768508911135
,,PortScan,cov_trace,6,0.63312801156139
,,PortScan,cov_logdet,6,-25.117674700037487
0.2670759305357933,0.25171023234725,PortScan,silhouette_mean,6,0.25942911952733994
,,DoS_Hulk,cov_trace,6,3.0723835282923044
,,DoS_Hulk,cov_logdet,6,-14.838587293072987
0.6327119410037995,0.6206197321414948,DoS_Hulk,silhouette_mean,6,0.6264538437128067
,,DDoS,cov_trace,6,4.284634091839822
,,DDoS,cov_logdet,6,-13.465838917628373
0.6529555633664131,0.641048526763916,DDoS,silhouette_mean,6,0.64675672352314
,,DoS_GoldenEye,cov_trace,6,10.04176457130318
,,DoS_GoldenEye,cov_logdet,6,-3.6736918684094526
0.4059171162545681,0.383475661277771,DoS_GoldenEye,silhouette_mean,6,0.3932603597640991
,,DoS_slowloris,cov_trace,6,3.8947190782591843
,,DoS_slowloris,cov_logdet,6,-11.632719771773699
0.370854851603508,0.34915077984333037,DoS_slowloris,silhouette_mean,6,0.36132958382368086
,,FTP_Patator,cov_trace,6,0.006797385760598624
,,FTP_Patator,cov_logdet,6,-55.764118077997374
0.542136324942112,0.5217162683606148,FTP_Patator,silhouette_mean,6,0.5308095425367355
,,SSH_Patator,cov_trace,6,0.04485503407542769
