group,metric,seed,value
FTP_Patator,log_density_benign_median,2,-3.850145357868321
FTP_Patator,neighborhood_purity_mean,2,0.0004027183488547697
FTP_Patator,neighborhood_purity_median,2,0.0
SSH_Patator,log_density_benign_mean,2,-6.2973765976974
SSH_Patator,log_density_benign_median,2,-6.32965366738002
SSH_Patator,neighborhood_purity_mean,2,0.005335570469798659
SSH_Patator,neighborhood_purity_median,2,0.0
DoS_Slowhttptest,log_density_benign_mean,2,-12.01958246272421
DoS_Slowhttptest,log_density_benign_median,2,-12.392205870027954
DoS_Slowhttptest,neighborhood_purity_mean,2,0.00912743972445465
DoS_Slowhttptest,neighborhood_purity_median,2,0.0
Bot,log_density_benign_mean,2,-5.503642548673952
Bot,log_density_benign_median,2,-4.8354523573642085
Bot,neighborhood_purity_mean,2,0.014363143631436313
Bot,neighborhood_purity_median,2,0.0
Web_Attack,log_density_benign_mean,2,-8.739562094292829
Web_Attack,log_density_benign_median,2,-9.003874306282313
Web_Attack,neighborhood_purity_mean,2,0.11421052631578946
Web_Attack,neighborhood_purity_median,2,0.0
Infiltration,log_density_benign_mean,2,-16.112108416553625
Infiltration,log_density_benign_median,2,-9.647832941101626
Infiltration,neighborhood_purity_mean,2,0.696875
Infiltration,neighborhood_purity_median,2,0.7
DoS_Hulk_attempted,log_density_benign_mean,2,-10.11335720752809
DoS_Hulk_attempted,log_density_benign_median,2,-12.814520677063655
DoS_Hulk_attempted,neighborhood_purity_mean,2,0.007081174438687391
DoS_Hulk_attempted,neighborhood_purity_median,2,0.0
DoS_GoldenEye_attempted,log_density_benign_mean,2,-1.4574002354869298
DoS_GoldenEye_attempted,log_density_benign_median,2,-1.9637167190089544
DoS_GoldenEye_attempted,neighborhood_purity_mean,2,0.0225
DoS_GoldenEye_attempted,neighborhood_purity_median,2,0.0
DoS_slowloris_attempted,log_density_benign_mean,2,-10.415723270164397
DoS_slowloris_attempted,log_density_benign_median,2,-10.526832442656678
DoS_slowloris_attempted,neighborhood_purity_mean,2,0.003399765533411489
DoS_slowloris_attempted,neighborhood_purity_median,2,0.0
DoS_Slowhttptest_attempted,log_density_benign_mean,2,12.100411791395826
DoS_Slowhttptest_attempted,log_density_benign_median,2,16.387218847770345
DoS_Slowhttptest_attempted,neighborhood_purity_mean,2,0.004544104544104545
DoS_Slowhttptest_attempted,neighborhood_purity_median,2,0.0
Bot_attempted,log_density_benign_mean,2,31.456312979538858
Bot_attempted,log_density_benign_median,2,31.17067848668115
Bot_attempted,neighborhood_purity_mean,2,0.00761904761904762
Bot_attempted,neighborhood_purity_median,2,0.0
WebAttack_BruteForce,log_density_benign_mean,2,-9.314904282780985
WebAttack_BruteForce,log_density_benign_median,2,-9.017025843981838
WebAttack_BruteForce,neighborhood_purity_mean,2,0.06622516556291391
